sport,venue,zone,session_code,date,day_of_week,games_day,session_type,events,start_time,end_time,times_are_local,has_gold_medal,has_bronze_medal
Tennis,Carson Center Court,Carson,TEN25,2028-07-23,Sunday,9,Preliminary,Men's Singles Round 2 and/or Women's Singles Round 3,18:30,23:30,PT,False,False
Tennis,Carson Center Court,Carson,TEN26,2028-07-24,Monday,10,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,11:00,16:30,PT,False,False
Tennis,Carson Court 1,Carson,TEN27,2028-07-24,Monday,10,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00,20:00,PT,False,False
Tennis,Carson Court 2,Carson,TEN28,2028-07-24,Monday,10,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00,20:00,PT,False,False
Tennis,Carson Courts 3-11,Carson,TEN29,2028-07-24,Monday,10,Quarterfinal,Men's Singles Round 3 and/or; Women's Singles Quarterfinal and/or; Men's Doubles Quarterfinal and/or; Women's Doubles Round 2,11:00,20:00,PT,False,False
Tennis,Carson Center Court,Carson,TEN30,2028-07-24,Monday,10,Quarterfinal,Men's Singles Round 3 and/or Women's Singles Quarterfinal,18:30,23:30,PT,False,False
Tennis,Carson Center Court,Carson,TEN31,2028-07-25,Tuesday,11,Semifinal,Men's Singles Quarterfinal; Women's Singles Semifinal,11:00,16:30,PT,False,False
Tennis,Carson Court 1,Carson,TEN32,2028-07-25,Tuesday,11,Semifinal,Men's Doubles Semifinal; Men's Singles Quarterfinal; Women's Doubles Quarterfinal,11:00,20:00,PT,False,False
Tennis,Carson Court 2,Carson,TEN33,2028-07-25,Tuesday,11,Semifinal,Men's Doubles Semifinal; Men's Singles Quarterfinal; Women's Doubles Quarterfinal,11:00,20:00,PT,False,False
Tennis,Carson Courts 3-11,Carson,TEN34,2028-07-25,Tuesday,11,Quarterfinal,Men's Singles Quarterfinal and/or Women's Doubles Quarterfinal,11:00,20:00,PT,False,False
Tennis,Carson Center Court,Carson,TEN35,2028-07-25,Tuesday,11,Semifinal,Men's Singles Quarterfinal; Women's Singles Semifinal,18:30,23:30,PT,False,False
Tennis,Carson Center Court,Carson,TEN36,2028-07-26,Wednesday,12,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,11:00,16:30,PT,False,False
Tennis,Carson Center Court,Carson,TEN37,2028-07-26,Wednesday,12,Semifinal,Men's Singles Semifinal and/or Women's Doubles Semifinal,18:30,23:30,PT,False,False
Tennis,Carson Center Court,Carson,TEN38,2028-07-27,Thursday,13,Final,Women's Singles Bronze Medal Match; Women's Singles Gold Medal Match,11:00,16:30,PT,True,True
Tennis,Carson Center Court,Carson,TEN39,2028-07-27,Thursday,13,Final,Men's Doubles Bronze Medal Match; Men's Doubles Gold Medal Match,18:30,0:00,PT,True,True
Tennis,Carson Center Court,Carson,TEN40,2028-07-28,Friday,14,Final,Men's Singles Bronze Medal Match; Men's Singles Gold Medal Match,11:00,16:30,PT,True,True
Tennis,Carson Center Court,Carson,TEN41,2028-07-28,Friday,14,Final,Women's Doubles Bronze Medal Match; Women's Doubles Gold Medal Match,18:30,0:00,PT,True,True
Trampoline Gymnastics,DTLA Arena,DTLA,GTR01,2028-07-21,Friday,7,Final,Men's Qualification; Men's Final,12:30,15:15,PT,True,False
Trampoline Gymnastics,DTLA Arena,DTLA,GTR02,2028-07-21,Friday,7,Final,Women's Qualification; Women's Final,20:00,22:45,PT,True,False
Triathlon,Venice Beach,Venice,TRI01,2028-07-15,Saturday,1,Final,Women's Individual,7:30,10:10,PT,True,False
Triathlon,Venice Beach,Venice,TRI02,2028-07-16,Sunday,2,Final,Men's Individual,7:30,10:00,PT,True,False
Triathlon,Venice Beach,Venice,TRI03,2028-07-20,Thursday,6,Final,Mixed Relay,8:00,10:00,PT,True,False
Volleyball,Honda Center,Anaheim,VVO01,2028-07-15,Saturday,1,Preliminary,Men's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO02,2028-07-15,Saturday,1,Preliminary,Men's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO03,2028-07-15,Saturday,1,Preliminary,Men's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO04,2028-07-15,Saturday,1,Preliminary,Men's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO05,2028-07-16,Sunday,2,Preliminary,Men's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO06,2028-07-16,Sunday,2,Preliminary,Men's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO07,2028-07-16,Sunday,2,Preliminary,Women's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO08,2028-07-16,Sunday,2,Preliminary,Women's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO09,2028-07-17,Monday,3,Preliminary,Women's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO10,2028-07-17,Monday,3,Preliminary,Women's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO11,2028-07-17,Monday,3,Preliminary,Women's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO12,2028-07-17,Monday,3,Preliminary,Women's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO13,2028-07-18,Tuesday,4,Preliminary,Men's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO14,2028-07-18,Tuesday,4,Preliminary,Men's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO15,2028-07-18,Tuesday,4,Preliminary,Men's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO16,2028-07-18,Tuesday,4,Preliminary,Men's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO17,2028-07-19,Wednesday,5,Preliminary,Men's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO18,2028-07-19,Wednesday,5,Preliminary,Men's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO19,2028-07-19,Wednesday,5,Preliminary,Women's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO20,2028-07-19,Wednesday,5,Preliminary,Women's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO21,2028-07-20,Thursday,6,Preliminary,Women's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO22,2028-07-20,Thursday,6,Preliminary,Women's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO23,2028-07-20,Thursday,6,Preliminary,Women's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO24,2028-07-20,Thursday,6,Preliminary,Women's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO25,2028-07-21,Friday,7,Preliminary,Men's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO26,2028-07-21,Friday,7,Preliminary,Men's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO27,2028-07-21,Friday,7,Preliminary,Men's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO28,2028-07-21,Friday,7,Preliminary,Men's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO29,2028-07-22,Saturday,8,Preliminary,Men's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO30,2028-07-22,Saturday,8,Preliminary,Men's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO31,2028-07-22,Saturday,8,Preliminary,Women's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO32,2028-07-22,Saturday,8,Preliminary,Women's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO33,2028-07-23,Sunday,9,Preliminary,Women's Preliminary,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO34,2028-07-23,Sunday,9,Preliminary,Women's Preliminary,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO35,2028-07-23,Sunday,9,Preliminary,Women's Preliminary,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO36,2028-07-23,Sunday,9,Preliminary,Women's Preliminary,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO37,2028-07-24,Monday,10,Quarterfinal,Men's Quarterfinal,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO38,2028-07-24,Monday,10,Quarterfinal,Men's Quarterfinal,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO39,2028-07-24,Monday,10,Quarterfinal,Men's Quarterfinal,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO40,2028-07-24,Monday,10,Quarterfinal,Men's Quarterfinal,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO41,2028-07-25,Tuesday,11,Quarterfinal,Women's Quarterfinal,9:00,11:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO42,2028-07-25,Tuesday,11,Quarterfinal,Women's Quarterfinal,13:00,15:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO43,2028-07-25,Tuesday,11,Quarterfinal,Women's Quarterfinal,17:00,19:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO44,2028-07-25,Tuesday,11,Quarterfinal,Women's Quarterfinal,21:00,23:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO45,2028-07-26,Wednesday,12,Semifinal,Men's Semifinal,11:00,13:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO46,2028-07-26,Wednesday,12,Semifinal,Men's Semifinal,16:00,18:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO47,2028-07-27,Thursday,13,Semifinal,Women's Semifinal,11:00,13:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO48,2028-07-27,Thursday,13,Semifinal,Women's Semifinal,16:00,18:30,PT,False,False
Volleyball,Honda Center,Anaheim,VVO49,2028-07-28,Friday,14,Bronze,Men's Bronze Medal Match,20:30,23:00,PT,False,True
Volleyball,Honda Center,Anaheim,VVO50,2028-07-29,Saturday,15,Final,Men's Gold Medal Match,10:00,13:15,PT,True,False
Volleyball,Honda Center,Anaheim,VVO51,2028-07-29,Saturday,15,Bronze,Women's Bronze Medal Match,14:45,17:15,PT,False,True
Volleyball,Honda Center,Anaheim,VVO52,2028-07-30,Sunday,16,Final,Women's Gold Medal Match,10:00,13:15,PT,True,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO01,2028-07-12,Wednesday,-2,Preliminary,Men's Preliminary (2 Matches),10:00,13:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO02,2028-07-12,Wednesday,-2,Preliminary,Men's Preliminary (2 Matches),14:30,17:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO03,2028-07-12,Wednesday,-2,Preliminary,Men's Preliminary (2 Matches),19:00,22:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO04,2028-07-13,Thursday,-1,Preliminary,Women's Preliminary (2 Matches),10:00,13:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO05,2028-07-13,Thursday,-1,Preliminary,Women's Preliminary (2 Matches),14:30,17:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO06,2028-07-13,Thursday,-1,Preliminary,Women's Preliminary (2 Matches),19:00,22:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO07,2028-07-15,Saturday,1,Preliminary,Men's Preliminary (2 Matches),10:00,13:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO08,2028-07-15,Saturday,1,Preliminary,Men's Preliminary (2 Matches),14:30,17:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO09,2028-07-15,Saturday,1,Preliminary,Men's Preliminary (2 Matches),19:00,22:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO10,2028-07-16,Sunday,2,Preliminary,Women's Preliminary (2 Matches),10:00,13:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO11,2028-07-16,Sunday,2,Preliminary,Women's Preliminary (2 Matches),14:30,17:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO12,2028-07-16,Sunday,2,Preliminary,Women's Preliminary (2 Matches),19:00,22:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO13,2028-07-17,Monday,3,Preliminary,Men's Preliminary (2 Matches),10:00,13:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO14,2028-07-17,Monday,3,Preliminary,Men's Preliminary (2 Matches),14:30,17:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO15,2028-07-17,Monday,3,Preliminary,Men's Preliminary (2 Matches),19:00,22:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO16,2028-07-18,Tuesday,4,Preliminary,Women's Preliminary (2 Matches),10:00,13:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO17,2028-07-18,Tuesday,4,Preliminary,Women's Preliminary (2 Matches),14:30,17:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO18,2028-07-18,Tuesday,4,Preliminary,Women's Preliminary (2 Matches),19:00,22:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO19,2028-07-19,Wednesday,5,Quarterfinal,Men's Quarterfinal (2 Matches),11:30,14:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO20,2028-07-19,Wednesday,5,Quarterfinal,Men's Quarterfinal (2 Matches),17:00,20:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO21,2028-07-20,Thursday,6,Quarterfinal,Women's Quarterfinal (2 Matches),11:30,14:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO22,2028-07-20,Thursday,6,Quarterfinal,Women's Quarterfinal (2 Matches),17:00,20:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO23,2028-07-21,Friday,7,Semifinal,Men's Semifinal (2 Matches),11:30,14:30,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO24,2028-07-21,Friday,7,Semifinal,Women's Semifinal (2 Matches),17:00,20:00,PT,False,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO25,2028-07-22,Saturday,8,Bronze,Men's Bronze Medal Match,11:30,13:00,PT,False,True
Water Polo,Long Beach Aquatics Center,Long Beach,WPO26,2028-07-22,Saturday,8,Final,Men's Gold Medal Match,15:00,17:00,PT,True,False
Water Polo,Long Beach Aquatics Center,Long Beach,WPO27,2028-07-23,Sunday,9,Bronze,Women's Bronze Medal Match,11:30,13:00,PT,False,True
Water Polo,Long Beach Aquatics Center,Long Beach,WPO28,2028-07-23,Sunday,9,Final,Women's Gold Medal Match,15:00,17:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF01,2028-07-25,Tuesday,11,Final,Men's 65kg,16:50,19:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF02,2028-07-25,Tuesday,11,Final,Women's 53kg,20:50,23:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF03,2028-07-26,Wednesday,12,Final,Women's 61kg; Women's 69kg,14:10,19:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF04,2028-07-26,Wednesday,12,Final,Men's 75kg,20:50,23:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF05,2028-07-27,Thursday,13,Final,Men's 85kg; Men's 95kg,14:10,19:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF06,2028-07-27,Thursday,13,Final,Women's 77kg,20:50,23:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF07,2028-07-28,Friday,14,Final,Women's 86kg,16:50,19:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF08,2028-07-28,Friday,14,Final,Men's 110kg,20:50,23:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF09,2028-07-29,Saturday,15,Final,Men's +110kg,16:50,19:00,PT,True,False
Weightlifting,Peacock Theater,DTLA,WLF10,2028-07-29,Saturday,15,Final,Women's +86kg,20:50,23:00,PT,True,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE01,2028-07-24,Monday,10,Quarterfinal,Men's Greco-Roman 60kg Round of 16; Women's Freestyle 50kg Round of 16; Men's Greco-Roman 130kg Round of 16; Men's Greco-Roman 60kg Quarterfinal; Women's Freestyle 50kg Quarterfinal; Men's Greco-Roman 130kg Quarterfinal,11:00,13:00,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE02,2028-07-24,Monday,10,Semifinal,Men's Greco-Roman 60kg Semifinal; Men's Greco-Roman 130kg Semifinal; Women's Freestyle 50kg Semifinal,19:00,20:00,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE03,2028-07-25,Tuesday,11,Quarterfinal,Men's Greco-Roman 60kg Repechage; Women's Freestyle 50kg Repechage; Men's Greco-Roman 130kg Repechage; Men's Greco-Roman 77kg Round of 16; Women's Freestyle 53kg Round of 16; Men's Greco-Roman 97kg Round of 16; Men's Greco-Roman 77kg Quarterfinal; Women's Freestyle 53kg Quarterfinal; Men's Greco-Roman 97kg Quarterfinal,11:00,13:30,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE04,2028-07-25,Tuesday,11,Final,Men's Greco-Roman 77kg Semifinal; Men's Greco-Roman 97kg Semifinal; Women's Freestyle 53kg Semifinal; Men's Greco-Roman 60kg Bronze Medal Match; Men's Greco-Roman 60kg Gold Medal Match; Men's Greco-Roman 130kg Bronze Medal Match; Men's Greco-Roman 130kg Gold Medal Match; Women's Freestyle 50kg Bronze Medal Match; Women's Freestyle 50kg Gold Medal Match,19:00,22:45,PT,True,True
Wrestling,LA Convention Center Hall 2,DTLA,WRE05,2028-07-26,Wednesday,12,Quarterfinal,Men's Greco-Roman 77kg Repechage; Women's Freestyle 53kg Repechage; Men's Greco-Roman 97kg Repechage; Men's Greco-Roman 67kg Round of 16; Women's Freestyle 57kg Round of 16; Men's Greco-Roman 87kg Round of 16; Men's Greco-Roman 67kg Quarterfinal; Women's Freestyle 57kg Quarterfinal; Men's Greco-Roman 87kg Quarterfinal,11:00,13:30,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE06,2028-07-26,Wednesday,12,Final,Men's Greco-Roman 67kg Semifinal; Men's Greco-Roman 87kg Semifinal; Women's Freestyle 57kg Semifinal; Men's Greco-Roman 77kg Bronze Medal Match; Men's Greco-Roman 77kg Gold Medal Match; Men's Greco-Roman 97kg Bronze Medal Match; Men's Greco-Roman 97kg Gold Medal Match; Women's Freestyle 53kg Bronze Medal Match; Women's Freestyle 53kg Gold Medal Match,19:00,22:45,PT,True,True
Wrestling,LA Convention Center Hall 2,DTLA,WRE07,2028-07-27,Thursday,13,Quarterfinal,Men's Greco-Roman 67kg Repechage; Women's Freestyle 57kg Repechage; Men's Greco-Roman 87kg Repechage; Men's Freestyle 57kg Round of 16; Women's Freestyle 62kg Round of 16; Men's Freestyle 86kg Round of 16; Men's Freestyle 57kg Quarterfinal; Women's Freestyle 62kg Quarterfinal; Men's Freestyle 86kg Quarterfinal,11:00,13:30,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE08,2028-07-27,Thursday,13,Final,Men's Freestyle 57kg Semifinal; Men's Freestyle 86kg Semifinal; Women's Freestyle 62kg Semifinal; Men's Greco-Roman 67kg Bronze Medal Match; Men's Greco-Roman 67kg Gold Medal Match; Men's Greco-Roman 87kg Bronze Medal Match; Men's Greco-Roman 87kg Gold Medal Match; Women's Freestyle 57kg Bronze Medal Match; Women's Freestyle 57kg Gold Medal Match,19:00,22:45,PT,True,True
Wrestling,LA Convention Center Hall 2,DTLA,WRE09,2028-07-28,Friday,14,Quarterfinal,Men's Freestyle 57kg Repechage; Women's Freestyle 62kg Repechage; Men's Freestyle 86kg Repechage; Men's Freestyle 74kg Round of 16; Women's Freestyle 68kg Round of 16; Men's Freestyle 125kg Round of 16; Men's Freestyle 74kg Quarterfinal; Women's Freestyle 68kg Quarterfinal; Men's Freestyle 125kg Quarterfinal,11:00,13:30,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE10,2028-07-28,Friday,14,Final,Men's Freestyle 74kg Semifinal; Men's Freestyle 125kg Semifinal; Women's Freestyle 68kg Semifinal; Men's Freestyle 57kg Bronze Medal Match; Men's Freestyle 57kg Gold Medal Match; Men's Freestyle 86kg Bronze Medal Match; Men's Freestyle 86kg Gold Medal Match; Women's Freestyle 62kg Bronze Medal Match; Women's Freestyle 62kg Gold Medal Match,19:00,22:45,PT,True,True
Wrestling,LA Convention Center Hall 2,DTLA,WRE11,2028-07-29,Saturday,15,Quarterfinal,Men's Freestyle 74kg Repechage; Women's Freestyle 68kg Repechage; Men's Freestyle 125kg Repechage; Men's Freestyle 65kg Round of 16; Women's Freestyle 76kg Round of 16; Men's Freestyle 97kg Round of 16; Men's Freestyle 65kg Quarterfinal; Women's Freestyle 76kg Quarterfinal; Men's Freestyle 97kg Quarterfinal,11:00,13:30,PT,False,False
Wrestling,LA Convention Center Hall 2,DTLA,WRE12,2028-07-29,Saturday,15,Final,Men's Freestyle 65kg Semifinal; Men's Freestyle 97kg Semifinal; Women's Freestyle 76kg Semifinal; Men's Freestyle 74kg Bronze Medal Match; Men's Freestyle 74kg Gold Medal Match; Men's Freestyle 125kg Bronze Medal Match; Men's Freestyle 125kg Gold Medal Match; Women's Freestyle 68kg Bronze Medal Match; Women's Freestyle 68kg Gold Medal Match,19:00,22:45,PT,True,True
Wrestling,LA Convention Center Hall 2,DTLA,WRE13,2028-07-30,Sunday,16,Final,Men's Freestyle 65kg Repechage; Women's Freestyle 76kg Repechage; Men's Freestyle 97kg Repechage; Men's Freestyle 65kg Bronze Medal Match; Men's Freestyle 65kg Gold Medal Match; Men's Freestyle 97kg Bronze Medal Match; Men's Freestyle 97kg Gold Medal Match; Women's Freestyle 76kg Bronze Medal Match; Women's Freestyle 76kg Gold Medal Match,11:00,14:30,PT,True,True
